id	side_effect
itraconazole	"Candidiasis, Vulvovaginal"
itraconazole	Keratitis fungal
itraconazole	Uremia
ivermectin	Norwegian scabies
ivermectin	Onchocerciasis
ivermectin	Pruritus
ivermectin	Scabies
ivermectin	Strongyloidiasis
ivermectin	Communicable Diseases
ivermectin	Nodule
ivermectin	Intestinal Volvulus
ivermectin	Subcutaneous nodule
ivermectin	Filarial Elephantiases
ivermectin	Filariasis
ixabepilone	Malignant Neoplasms
ixabepilone	Neoplasms
ixabepilone	Carcinoma breast stage IV
ixabepilone	Locally advanced breast cancer
kanamycin	Communicable Diseases
kanamycin	Staphylococcal Infections
kanamycin	Renal Insufficiency
ketamine	Glaucoma
ketamine	Muscle relaxation phase
ketamine	Visceral Pain
ketoconazole	Cutaneous Candidiasis
ketoconazole	Pityriasis
ketoconazole	Seborrheic dermatitis
ketoconazole	Tinea corporis (disorder)
ketoconazole	Tinea Pedis
ketoconazole	Tinea Versicolor
ketoconazole	Tinea cruris
ketoconazole	Seborrheic dermatitis of scalp
ketoconazole	Blastomycosis
ketoconazole	Candidiasis
ketoconazole	"Candidiasis, Chronic Mucocutaneous"
ketoconazole	Oral candidiasis
ketoconazole	Chromoblastomycosis
ketoconazole	Coccidioidomycosis
ketoconazole	Communicable Diseases
ketoconazole	Histoplasmosis
ketoconazole	Mycoses
ketoconazole	Paracoccidioidomycosis
ketoconazole	"Meningitis, Fungal"
ketoconazole	Candiduria
ketoconazole	Tinea
ketoprofen	Athletic Injuries
ketoprofen	Contusions
ketoprofen	Inflammation
ketoprofen	Sprain
ketoprofen	Swelling
ketoprofen	Tendinitis
ketoprofen	Post-traumatic pain
ketoprofen	Rheumatoid Arthritis
ketoprofen	Degenerative polyarthritis
ketoprofen	Arthralgia
ketoprofen	Bursitis
ketoprofen	Dysmenorrhea
ketoprofen	Fibromyalgia
ketoprofen	Gout
ketoprofen	Low Back Pain
ketoprofen	"Pain, Postoperative"
ketoprofen	Sciatica
ketoprofen	Ankylosing spondylitis
ketoprofen	Synovitis
ketoprofen	Osteoarthritis of cervical spine
ketoprofen	Capsulitis
ketoprofen	Pain
ketoprofen	Primary dysmenorrhea
ketorolac	Pain
ketorolac	Wounds and Injuries
ketorolac	Uterine cramps
ketorolac	Allergic Conjunctivitis
ketorolac	Inflammation
ketorolac	Itching of eye
ketorolac	Eye pain
ketorolac	Stinging Sensation
ketorolac	Acute onset pain
ketorolac	Breakthrough Pain
ketorolac	"Pain, Postoperative"
ketorolac	Hemorrhage
ketotifen	Asthma
ketotifen	Inflammation
ketotifen	Asthma attack
ketotifen	Allergic Conjunctivitis
labetalol	Hypertensive disease
labetalol	Angina Pectoris
labetalol	Asthma
labetalol	Congestive heart failure
labetalol	Renal Insufficiency
lacosamide	Epilepsy
lacosamide	Seizures
lactulose	Comatose
lactulose	Constipation
lactulose	Hemorrhoids
lactulose	Hepatic Encephalopathy
lactulose	Soft stool (finding)
lactulose	Precoma
lactulose	Diarrhea
lactulose	Hepatic Coma
lactulose	Liver diseases
lactulose	Consciousness abnormal
lactulose	Intoxication
lactulose	Neuropsychiatric syndrome
lactulose	Constipation chronic
lamivudine	Immunologic Deficiency Syndromes
lamivudine	Fibrosis
lamivudine	Inflammation
lamivudine	Liver diseases
lamivudine	Alanine aminotransferase increased
lamivudine	"Hepatitis B, Chronic"
lamivudine	Cross resistance
lamivudine	Pancreatitis
lamivudine	Communicable Diseases
lamivudine	Hepatitis B
lamivudine	Hepatic Insufficiency
lamivudine	Viral hepatitis
lamivudine	Virus Diseases
lamivudine	Hepatitis B surface antigen positive
lamivudine	Hepatitis B e antigen positive
lamivudine	Chronic active hepatitis
lamivudine	HBV DNA decreased
lamivudine	Hepatitis D Infection
lamivudine	Hepatitis C
lamotrigine	Epilepsy
lamotrigine	Seizures
lamotrigine	Lennox-Gastaut syndrome
lamotrigine	Kidney Failure
lamotrigine	Liver Dysfunction
lamotrigine	Renal Insufficiency
lamotrigine	Dysmenorrhea
lamotrigine	Generalized seizures
lamotrigine	"Seizures, Focal"
lamotrigine	Bipolar Disorder
lamotrigine	Hypomania
lamotrigine	Manic
lamotrigine	Mood Disorders
lamotrigine	Bipolar I disorder
lamotrigine	Tonic-Clonic Epilepsy
lamotrigine	Parkinson Disease
lamotrigine	Tonic - clonic seizures
lanreotide	Acromegaly
lanreotide	Carcinoid Tumor
lanreotide	Hypersensitivity
lanreotide	Malignant Carcinoid Syndrome
lanreotide	Pituitary Neoplasms
lanreotide	Hepatic impairment
lansoprazole	Duodenal Ulcer
lansoprazole	Dyspepsia
lansoprazole	Esophagitis
lansoprazole	Peptic Esophagitis
lansoprazole	Gastroesophageal reflux disease
lansoprazole	Peptic Ulcer
lansoprazole	Gastric ulcer
lansoprazole	Ulcer
lansoprazole	Chronic gastritis
lansoprazole	Erosive esophagitis
lansoprazole	Barrett Esophagus
lansoprazole	Communicable Diseases
lansoprazole	Gastritis
lansoprazole	Heartburn
lansoprazole	Zollinger-Ellison syndrome
lapatinib	Malignant neoplasm of breast
lapatinib	Neoplasms
lapatinib	Metastatic Neoplasm
lapatinib	Menopause
lapatinib	Carcinoma breast stage IV
lapatinib	Disease Progression
latanoprost	Asthma
latanoprost	"Glaucoma, Open-Angle"
latanoprost	Ocular Hypertension
latanoprost	Anatomical narrow angle glaucoma
leflunomide	"Arthritis, Psoriatic"
leflunomide	Rheumatoid Arthritis
leflunomide	Lung diseases
leflunomide	Autoimmune Diseases
leflunomide	Graft-vs-Host Disease
leflunomide	"Kidney Failure, Chronic"
leflunomide	Neoplasms
leflunomide	Pain
leflunomide	Septicemia
leflunomide	Swelling
leflunomide	Joint swelling
leflunomide	Disability
leflunomide	Sore to touch
leflunomide	Joint tenderness
leflunomide	Disease Progression
leflunomide	Chronic Kidney Insufficiency
leflunomide	Stiffness
leflunomide	Renal Insufficiency
leflunomide	Inhibition of enzyme activity
leflunomide	Joint destruction
leflunomide	Drug Interactions
lenalidomide	Exanthema
lenalidomide	Multiple Myeloma
lenalidomide	Dysmyelopoietic Syndromes
lenalidomide	Transfusion dependent anaemia
lenalidomide	Thromboembolism
lenalidomide	"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
letrozole	Malignant neoplasm of breast
letrozole	Disease Progression
letrozole	Carcinoma breast stage IV
letrozole	Advanced breast cancer
letrozole	Malignant Neoplasms
letrozole	Liver Cirrhosis
letrozole	Menopause
letrozole	Neoplasms
letrozole	Liver Dysfunction
letrozole	Hepatic impairment
letrozole	Renal Insufficiency
levetiracetam	Epilepsy
levetiracetam	"Epilepsies, Myoclonic"
levetiracetam	Seizures
levetiracetam	Idiopathic generalized epilepsy
levetiracetam	"Myoclonic Epilepsy, Juvenile"
levetiracetam	Tonic - clonic seizures
levetiracetam	"Seizures, Focal"
levetiracetam	Tonic-Clonic Epilepsy
levetiracetam	Intractable epilepsy
levetiracetam	Renal Insufficiency
levobunolol	Ocular Hypertension
levobunolol	"Glaucoma, Primary Open Angle"
levobunolol	Chronic open angle glaucoma
levocabastine	Allergic Conjunctivitis
levonorgestrel	Coitus Interruptus
levonorgestrel	Intrauterine Device Expulsion
levonorgestrel	Sexually Transmitted Diseases
levonorgestrel	Sexual assault
levonorgestrel	Obesity
levonorgestrel	Pregnancy
levonorgestrel	Unplanned pregnancy
levonorgestrel	Nulliparous
levonorgestrel	Fertilization
levonorgestrel	Breast Feeding
levonorgestrel	Menorrhagia
lidocaine	Pain
lidocaine	Hemorrhoids
lidocaine	Insect Bites
lidocaine	Pruritus
lidocaine	Sunburn
lidocaine	Sore to touch
lidocaine	Dumping Syndrome
lidocaine	Sensory Discomfort
lidocaine	Sore Throat
lidocaine	Cystitis
lidocaine	Urethritis
lidocaine	Cardiac Arrest
lidocaine	Myocardial Infarction
lidocaine	Ventricular arrhythmia
lidocaine	Digitalis intoxication (NOS)
lidocaine	Esophagitis
lidocaine	Excitability
lidocaine	Circulatory depression
lidocaine	Herpes zoster disease
lidocaine	Cardiac Arrhythmia
lidocaine	Acute myocardial infarction
lidocaine	Postherpetic neuralgia
lidocaine	Gagging
lidocaine	Eczema
lidocaine	Anal Fissure
lidocaine	Pruritus Ani
lidocaine	Pruritus Vulvae
linezolid	Communicable Diseases
linezolid	Bacteremia
linezolid	Pressure Ulcer
linezolid	Osteomyelitis
linezolid	Urinary tract infection
linezolid	Necrotizing fasciitis
linezolid	Diabetic
linezolid	Community acquired pneumonia
linezolid	Diabetic foot infection
linezolid	Nosocomial pneumonia
linezolid	Pneumonia
lisinopril	Heart failure
lisinopril	Congestive heart failure
lisinopril	Hypertensive disease
lisinopril	"Hypertension, Renovascular"
lisinopril	Renal Artery Stenosis
lisinopril	"Shock, Cardiogenic"
lisinopril	Acute myocardial infarction
lisinopril	Diabetic
lisinopril	Diabetes Mellitus
lisinopril	Essential Hypertension
lisinopril	Hypertensive (finding)
lisinopril	Liver Dysfunction
lisinopril	Pregnancy
lisinopril	Renal Insufficiency
lisinopril	Hypotension
lisinopril	Kidney Failure
lisinopril	Myocardial Infarction
lisinopril	"Cardiac Output, High"
lisinopril	Ventricular arrhythmia
lisinopril	Renin decreased
lisinopril	Aldosterone low
lisinopril	Reflex tachycardia
lisinopril	Coronary Artery Disease
lisinopril	"Ventricular Dysfunction, Left"
lisinopril	Angioedema
lisinopril	Coughing
lisinopril	Infarction
lisinopril	Angina Pectoris
lisinopril	Diabetic Nephropathy
lisinopril	Hyperlipidemia
loperamide	Diarrhea
loperamide	Inflammatory Bowel Diseases
loperamide	Chronic diarrhea
loperamide	Hepatic impairment
loperamide	Renal Insufficiency
loratadine	"Rhinitis, Allergic, Perennial"
loratadine	Urticaria chronic
loratadine	Itching of eye
loratadine	Pruritus
loratadine	Dermatologic disorders
loratadine	Sneezing
loratadine	Rhinorrhea
loratadine	Hay fever
loratadine	Hypersensitivity
loratadine	Watery eyes
lorazepam	Anxiety
lorazepam	Anxiety Disorders
lorazepam	Depressive Symptoms
lorazepam	Tension
lorazepam	Anxiety neurosis (finding)
lorazepam	Sleeplessness
lorazepam	Drowsiness
lorazepam	Status Epilepticus
lormetazepam	Drug abuse
lormetazepam	Organic brain syndrome
lormetazepam	Distress
lormetazepam	Sleep Disorders
lormetazepam	Sleeplessness
losartan	Hypersensitivity
losartan	Hypertensive disease
losartan	Kidney Diseases
losartan	Proteinuria
losartan	Essential Hypertension
losartan	Diabetic
losartan	Hypertensive (finding)
losartan	"Kidney Failure, Chronic"
losartan	Left Ventricular Hypertrophy
losartan	"Diabetes Mellitus, Non-Insulin-Dependent"
losartan	Diabetic Nephropathy
losartan	Cerebrovascular accident
losartan	Heart failure
losartan	Myocardial Infarction
losartan	Coughing
lovastatin	Atherosclerosis
lovastatin	Coronary Arteriosclerosis
lovastatin	Coronary heart disease
lovastatin	Diabetes Mellitus
lovastatin	Hypercholesterolemia
lovastatin	Hypertriglyceridemia
lovastatin	Hypothyroidism
lovastatin	Liver diseases
lovastatin	Nephrotic Syndrome
lovastatin	Cerebrovascular accident
lovastatin	Lipid Metabolism Disorders
lovastatin	Low density lipoprotein increased
lovastatin	Carotid Atherosclerosis
lovastatin	Cholesterol serum elevated
lovastatin	Triglycerides normal
lovastatin	Coronary Artery Disease
lovastatin	Hyperlipidemia
lovastatin	"Angina, Unstable"
lovastatin	Cardiovascular Diseases
lovastatin	Hyperlipoproteinemias
lovastatin	Menarche
lovastatin	Myocardial Infarction
lovastatin	Heterozygous familial hypercholesterolemia
lovastatin	Hyperlipoproteinemia Type IIb
lovastatin	Carotid Artery Diseases
lovastatin	Hypertensive disease
lovastatin	Premature Menopause
lovastatin	Peripheral Vascular Diseases
lovastatin	Dyslipidemias
lovastatin	Angina Pectoris
lovastatin	Infarction
loxapine	Bipolar Disorder
loxapine	Schizoaffective Disorder
loxapine	Schizophrenia
loxapine	Agitation
loxapine	Chronic schizophrenia
loxapine	Fasting
loxapine	Asthma
loxapine	Lung diseases
loxapine	Chronic Obstructive Airway Disease
loxapine	Tension
loxapine	Behavior showing increased motor activity
loxapine	Dementia
loxapine	Bipolar I disorder
lubiprostone	Chronic idiopathic constipation
lubiprostone	Constipation
lubiprostone	Irritable Bowel Syndrome
lubiprostone	Cancer pain
lubiprostone	Opioid induced constipation
maprotiline	Anxiety
maprotiline	Mental disorders
maprotiline	Endogenous depression
maprotiline	Irritable Mood
maprotiline	Indifferent mood
maprotiline	Dysphoria
maprotiline	"Depression, Neurotic"
maprotiline	Recurrent depressive disorder
maprotiline	Exhaustion
maprotiline	Menopausal depression
maprotiline	Mood Disorders
maprotiline	Major Depressive Disorder
maprotiline	Bipolar Disorder
maprotiline	Depressive disorder
maprotiline	Dysthymic Disorder
mebendazole	Ascariasis
mebendazole	Communicable Diseases
mebendazole	Diarrhea
mebendazole	Hookworm Infections
mebendazole	Infection by Trichuris trichiura
mebendazole	Enterobiasis
mebendazole	Coinfection
mebeverine	Abdominal Pain
mebeverine	Constipation
mebeverine	Diarrhea
mebeverine	Flatulence
mebeverine	Intestinal Diseases
mebeverine	Irritable Bowel Syndrome
mebeverine	Muscle Cramp
mefloquine	Communicable Diseases
mefloquine	Cross resistance
mefloquine	Malaria
mefloquine	Plasmodium falciparum infection
mefloquine	Plasmodium malariae infection
mefloquine	Plasmodium ovale infection
mefloquine	Plasmodium vivax infection
melatonin	Primary Insomnia
melatonin	Poor quality sleep
meloxicam	Rheumatoid Arthritis
meloxicam	Degenerative polyarthritis
meloxicam	Inflammation
meloxicam	Arthropathy
meloxicam	Pain
meloxicam	Myocardial Infarction
meloxicam	Cerebrovascular accident
meloxicam	Juvenile arthritis
meloxicam	Gastrointestinal Diseases
memantine	Alzheimers Disease
memantine	Alzheimers Disease
memantine	Dementia
memantine	"Dementia, Vascular"
memantine	Muscle Spasticity
memantine	Neuralgia
memantine	Organic brain syndrome
memantine	Parkinson Disease
memantine	Epilepsy
meperidine	Pain
meperidine	Renal Insufficiency
meperidine	Pancreatitis acute
meperidine	Biliary Colic
meperidine	Renal Colic
meperidine	Coughing
meperidine	Diarrhea
meperidine	Pancreatitis
meperidine	Chronic pain
meperidine	Acute onset pain
meperidine	Narcosis
meperidine	Analgesic effect
meprobamate	Anxiety
meprobamate	Anxiety Disorders
meprobamate	Tension
meropenem	Communicable Diseases
meropenem	Meningitis
meropenem	Urinary tract infection
meropenem	"Meningitis, Bacterial"
meropenem	Lower respiratory tract infection
meropenem	Pelvic Inflammatory Disease
meropenem	Bacterial sepsis
meropenem	Community acquired pneumonia
meropenem	Nosocomial pneumonia
meropenem	Intraabdominal Infections
meropenem	Gynecological infection
meropenem	Appendicitis
meropenem	Bacteremia
meropenem	Peritonitis
meropenem	Seizures
meropenem	Renal Insufficiency
meropenem	Septicemia
meropenem	Febrile Neutropenia
meropenem	Bacterial Infections
meropenem	Coinfection
metformin	"Diabetes Mellitus, Non-Insulin-Dependent"
metformin	"Diabetes Mellitus, Insulin-Dependent"
metformin	"Acidosis, Lactic"
metformin	Diabetes Mellitus
metformin	Hyperglycemia
metformin	Ketosis
metformin	Obesity
metformin	Body Weight decreased
metformin	Diabetic
metformin	Fasting
metformin	Blood glucose decreased
metformin	Comatose
metformin	Diabetic Ketoacidosis
metformin	Hypersensitivity
metformin	Metabolic acidosis
metformin	Myocardial Infarction
methadone	Pain
methadone	Respiratory Depression
methadone	Opiate Addiction
methadone	Analgesic effect
methadone	Opioid naive
methadone	Heroin Dependence
methadone	Substance Withdrawal Syndrome
methadone	Substance abuse problem
methadone	"Pain, Postoperative"
methadone	Seizures
methadone	Acute onset pain
methimazole	Hyperthyroidism
methimazole	Graves Disease
methimazole	Toxic multinodular goiter
methocarbamol	Epilepsy
methocarbamol	Sensory Discomfort
methotrexate	Rheumatoid Arthritis
methotrexate	Malignant neoplasm of breast
methotrexate	"Hydatidiform Mole, Invasive"
methotrexate	Choriocarcinoma
methotrexate	Hydatidiform Mole
methotrexate	leukemia
methotrexate	Lymphoid leukemia
methotrexate	Lymphoma
methotrexate	Mycosis Fungoides
methotrexate	Psoriasis
methotrexate	Bronchogenic Carcinoma
methotrexate	Squamous cell carcinoma
methotrexate	Osteosarcoma
methotrexate	Acute leukemia
methotrexate	Meningeal Leukemia
methotrexate	Malignant Neoplasms
methotrexate	Malignant neoplasm of testis
methotrexate	Malignant neoplasm of esophagus
methotrexate	Carcinoma of lung
methotrexate	Arthritis
methotrexate	"Arthritis, Psoriatic"
methotrexate	Malignant neoplasm of urinary bladder
methotrexate	Burkitt Lymphoma
methotrexate	Acute lymphocytic leukemia
methotrexate	"Lymphoma, Non-Hodgkin"
methotrexate	Neoplasm Metastasis
methotrexate	"Lymphoma, T-Cell, Cutaneous"
methotrexate	Mycoses
methotrexate	Carcinomatosis
methotrexate	Hodgkin Disease
methotrexate	Juvenile arthritis
methotrexate	Neoplasms
methotrexate	Osteosarcoma metastatic
methotrexate	Psoriasis vulgaris
methotrexate	Drug Interactions
methyldopa	Hypertensive disease
methyldopa	Hypertensive crisis
methylergometrine	Hemorrhage
methylergometrine	Uterine hemorrhage
methylergometrine	Uterine Inertia
methylphenidate	Mental disorders
methylphenidate	Drowsiness
methylphenidate	Narcolepsy
methylphenidate	Attention Deficit Disorder
methylphenidate	Mood swings
methylphenidate	Electroencephalogram abnormal
methylphenidate	Distractibility
methylphenidate	brain dysfunction
methylphenidate	Brain Injuries
methylphenidate	Hyperactive behavior
methylphenidate	Daytime sleepiness
methylphenidate	Learning Disabilities
methylphenidate	Attention deficit hyperactivity disorder
methylphenidate	Minimal Brain Dysfunction
methylphenidate	Cardiovascular Diseases
methylphenidate	Sudden death
methylphenidate	Congenital Heart Defects
methylphenidate	Psychotic Disorders
methylphenidate	Ventricular arrhythmia
methylphenidate	Forgetfulness
methylprednisolone	Congenital adrenal hyperplasia
methylprednisolone	Anemia
methylprednisolone	"Anemia, Hemolytic"
methylprednisolone	Arthritis
methylprednisolone	"Arthritis, Gouty"
methylprednisolone	"Arthritis, Psoriatic"
methylprednisolone	Asthma
methylprednisolone	Berylliosis
methylprednisolone	Brain Neoplasms
methylprednisolone	Bursitis
methylprednisolone	Malignant Neoplasms
methylprednisolone	Chorioretinitis
methylprednisolone	Choroiditis
methylprednisolone	Ulcerative Colitis
methylprednisolone	Collagen Diseases
methylprednisolone	Allergic Conjunctivitis
