name1,name2,,,,
Latrunculin A,Fluconazole,20029371,http://www.ncbi.nlm.nih.gov/pubmed/20029371,"Jansen G., Lee A.Y., Epp E., Fredette A., Surprenant J., Harcus D., Scott M., Tan E., Nishimura T., Whiteway M., Hallett M., Thomas D.Y. (2009) Chemogenomic profiling predicts antifungal synergies. Molecular Systems Biology 5. DOI: 10.1038/msb.2009.95.",
Lidocaine,Amphotericin B,16527460,http://www.ncbi.nlm.nih.gov/pubmed/ 16527460,"Rodrigues AG, Araujo R, Pina-Vaz C. (2006) Interaction of local anaesthetics with other antifungal agents against pathogenic Aspergillus. Int J Antimicrob Agents. 27(4):339-43.",
Lidocaine,Caspofungin,16527460,http://www.ncbi.nlm.nih.gov/pubmed/ 16527460,"Rodrigues AG, Araujo R, Pina-Vaz C. (2006) Interaction of local anaesthetics with other antifungal agents against pathogenic Aspergillus. Int J Antimicrob Agents. 27(4):339-43.",
Lidocaine,Itraconazole,16527460,http://www.ncbi.nlm.nih.gov/pubmed/ 16527460,"Rodrigues AG, Araujo R, Pina-Vaz C. (2006) Interaction of local anaesthetics with other antifungal agents against pathogenic Aspergillus. Int J Antimicrob Agents. 27(4):339-43.",
Lovastatin,Voriconazole,16377673,http://www.ncbi.nlm.nih.gov/pubmed/ 16377673,"Chamilos G, Lewis RE, Kontoyiannis DP. (2006) Lovastatin has significant activity against zygomycetes and interacts synergistically with voriconazole. Antimicrob Agents Chemother. 50(1):96-103.",
Lovastatin,Fluconazole,14653518,http://www.ncbi.nlm.nih.gov/pubmed/14653518,"Song J.L., Lyons C.N., Holleman S., Oliver B.G., White T.C. (2003) Antifungal activity of fluconazole in combination with lovastatin and their effects on gene expression in the ergosterol and prenylation pathways in Candida albicans. Medical Mycology 41:417-425. DOI: 10.1080/1369378031000137233.",
Lovastatin,Ketoconazole,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Magainin 2,Anidulafungin,20106636,http://www.ncbi.nlm.nih.gov/pubmed/ 20106636,"Harris MR, Coote PJ. (2010) Combination of caspofungin or anidulafungin with antimicrobial peptides results in potent synergistic killing of Candida albicans and Candida glabrata in vitro. Int J Antimicrob Agents. 35(4):347-56.",
Magainin 2,Caspofungin,20106636,http://www.ncbi.nlm.nih.gov/pubmed/ 20106636,"Harris MR, Coote PJ. (2010) Combination of caspofungin or anidulafungin with antimicrobial peptides results in potent synergistic killing of Candida albicans and Candida glabrata in vitro. Int J Antimicrob Agents. 35(4):347-56.",
Methoxsalen,Tamoxifen,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Methyleugenol,Fluconazole,20634332,http://www.ncbi.nlm.nih.gov/pubmed/20634332,"Ahmad A., Khan A., Khan L.A., Manzoor N. (2010) In vitro synergy of eugenol and methyleugenol with fluconazole against clinical Candida isolates. Journal of Medical Microbiology 59:1178-1184. DOI: 10.1099/jmm.0.020693-0",
Micafungin,Amphotericin B,16048969,http://www.ncbi.nlm.nih.gov/pubmed/16048969,"Yustes C, Guarro J. (2005) In vitro synergistic interaction between amphotericin B andagainst Scedosporium spp. Antimicrob Agents Chemother. 49(8):3498-500.",
Micafungin,Amphotericin B,15673724,http://www.ncbi.nlm.nih.gov/pubmed/ 15673724,"Serena C, Pastor FJ, Gilgado F, Mayayo E, Guarro J. (2005) Efficacy ofin combination with other drugs in a murine model of disseminated trichosporonosis. Antimicrob Agents Chemother. 49(2):497-502.",
Micafungin,Amphotericin B,15980382,http://www.ncbi.nlm.nih.gov/pubmed/ 15980382,"Serena C, Fernï¿½ï¿½ndez-Torres B, Pastor FJ, Trilles L, Lazï¿½ï¿½ra Mdos S, Nolard N, Guarro J. (2005) In vitro interactions ofwith other antifungal drugs against clinical isolates of four species of Cryptococcus. Antimicrob Agents Chemother. 49(7):2994-6.",
Micafungin,Itraconazole,18762407,http://www.ncbi.nlm.nih.gov/pubmed/ 18762407,"Ruï¿½ï¿½z-Cendoya M, Rodriguez MM, Marinï¿½ï¿½ M, Pastor FJ, Guarro J. (2008) In vitro interactions of itraconazole andagainst clinically important filamentous fungi. Int J Antimicrob Agents. 32(5):418-20.",
Micafungin,Itraconazole,17698327,http://www.ncbi.nlm.nih.gov/pubmed/ 17698327,"Marinï¿½ï¿½ M, Serena C, Pastor J, Quindï¿½ï¿½s G, Carrillo AJ, Guarro J. (2007) In vitro activity ofcombined with itraconazole against Candida spp. Int J Antimicrob Agents. 30(5):463-5.",
Micafungin,Nikkomycin Z,17325217,http://www.ncbi.nlm.nih.gov/pubmed/ 17325217,"Brun YF, Dennis CG, Greco WR, Bernacki RJ, Pera PJ, Bushey JJ, Youn RC, White DB, Segal BH. (2007) Modeling the combination of amphotericin B, micafungin, and nikkomycin Z against Aspergillus fumigatus in vitro using a novel response surface paradigm. Antimicrob Agents Chemother. 51(5):1804-12.",
Micafungin,Nikkomycin Z,11709302,http://www.ncbi.nlm.nih.gov/pubmed/ 11709302,"Chiou CC, Mavrogiorgos N, Tillem E, Hector R, Walsh TJ. (2001) Synergy, pharmacodynamics, and time-sequenced ultrastructural changes of the interaction between nikkomycin Z and the echinocandin FK463 against Aspergillus fumigatus. Antimicrob Agents Chemother. 45(12):3310-21.",
Micafungin,Voriconazole,16304192,http://www.ncbi.nlm.nih.gov/pubmed/16304192,"Heyn K, Tredup A, Salvenmoser S, Mï¿½ï¿½ller FM. (2005) Effect of voriconazole combined withagainst Candida, Aspergillus, and Scedosporium spp. and Fusarium solani. Antimicrob Agents Chemother. 49(12):5157-9.",
Micafungin,Voriconazole,15980382,http://www.ncbi.nlm.nih.gov/pubmed/ 15980382,"Serena C, Fernï¿½ï¿½ndez-Torres B, Pastor FJ, Trilles L, Lazï¿½ï¿½ra Mdos S, Nolard N, Guarro J. (2005) In vitro interactions ofwith other antifungal drugs against clinical isolates of four species of Cryptococcus. Antimicrob Agents Chemother. 49(7):2994-6.",
Micafungin,Amiodarone,19280292,http://www.ncbi.nlm.nih.gov/pubmed/19280292,"Nishi I., Sunada A., Toyokawa M., Asari S., Iwatani Y. (2009) In vitro antifungal combination effects ofwith fluconazole, voriconazole, amphotericin B, and flucytosine against clinical isolates of Candida species (vol 15, pg 1, 2009). Journal of Infection and Chemotherapy 15:123-124. DOI: 10.1007/s10156-009-0002-7",
Micafungin,Flucytosine,19280292,http://www.ncbi.nlm.nih.gov/pubmed/19280292,"Nishi I., Sunada A., Toyokawa M., Asari S., Iwatani Y. (2009) In vitro antifungal combination effects ofwith fluconazole, voriconazole, amphotericin B, and flucytosine against clinical isolates of Candida species (vol 15, pg 1, 2009). Journal of Infection and Chemotherapy 15:123-124. DOI: 10.1007/s10156-009-0002-7",
Micafungin,Amphotericin B,19280292,http://www.ncbi.nlm.nih.gov/pubmed/19280292,"Nishi I., Sunada A., Toyokawa M., Asari S., Iwatani Y. (2009) In vitro antifungal combination effects ofwith fluconazole, voriconazole, amphotericin B, and flucytosine against clinical isolates of Candida species (vol 15, pg 1, 2009). Journal of Infection and Chemotherapy 15:123-124. DOI: 10.1007/s10156-009-0002-7",
Micafungin,Fluconazole,19280292,http://www.ncbi.nlm.nih.gov/pubmed/19280292,"Nishi I., Sunada A., Toyokawa M., Asari S., Iwatani Y. (2009) In vitro antifungal combination effects ofwith fluconazole, voriconazole, amphotericin B, and flucytosine against clinical isolates of Candida species (vol 15, pg 1, 2009). Journal of Infection and Chemotherapy 15:123-124. DOI: 10.1007/s10156-009-0002-7",
Micafungin,Itraconazole,18762407,http://www.ncbi.nlm.nih.gov/pubmed/18762407,"Ruiz-Cendoya M., Rodriguez M.M., Marine M., Pastor F.J., Guarro J. (2008) In vitro interactions of itraconazole andagainst clinically important filamentous fungi. International Journal of Antimicrobial Agents 32:418-420. DOI: 10.1016/j.ijantimicag.2008.05.015.",
Micafungin,Voriconazole,19280292,http://www.ncbi.nlm.nih.gov/pubmed/19280292,"Nishi I., Sunada A., Toyokawa M., Asari S., Iwatani Y. (2009) In vitro antifungal combination effects ofwith fluconazole, voriconazole, amphotericin B, and flucytosine against clinical isolates of Candida species (vol 15, pg 1, 2009). Journal of Infection and Chemotherapy 15:123-124. DOI: 10.1007/s10156-009-0002-7",
Miconazole,Amphotericin B,7695271,http://www.ncbi.nlm.nih.gov/pubmed/ 7695271,"Maesaki S, Kohno S, Kaku M, Koga H, Hara K. (1994) Effects of antifungal agent combinations administered simultaneously and sequentially against Aspergillus fumigatus. Antimicrob Agents Chemother. 38(12):2843-5.",
Miconazole,Ibuprofen,8592988,http://www.ncbi.nlm.nih.gov/pubmed/ 8592988,"Scott EM, Tariq VN, McCrory RM. (1995) Demonstration of synergy with fluconazole and either ibuprofen, sodium salicylate, or propylparaben against Candida albicans in vitro. Antimicrob Agents Chemother. 39(12):2610-4.",
Miconazole,nikkomycin X,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
Miconazole,nikkomycin Z,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
Miconazole,nitric oxide,9736560,http://www.ncbi.nlm.nih.gov/pubmed/9736560,"McElhaney-Feser GE, Raulli RE, Cihlar RL. (1998) Synergy of nitric oxide and azoles against Candida species in vitro. Antimicrob Agents Chemother. 42(9):2342-6.",
Miconazole,Terbinafine,12499177,http://www.ncbi.nlm.nih.gov/pubmed/ 12499177,"Meletiadis J, Mouton JW, Meis JF, Verweij PE. (2003) In vitro drug interaction modeling of combinations of azoles with terbinafine against clinical Scedosporium prolificans isolates. Antimicrob Agents Chemother. 47(1):106-17.",
Mycograb,Amphotericin B,12821470,http://www.ncbi.nlm.nih.gov/pubmed/ 12821470,"Matthews RC, Rigg G, Hodgetts S, Carter T, Chapman C, Gregory C, Illidge C, Burnie J. (2003) Preclinical assessment of the efficacy of mycograb, a human recombinant antibody against fungal HSP90. Antimicrob Agents Chemother. 47(7):2208-16.",
Mycograb,Amphotericin B,15629225,http://www.ncbi.nlm.nih.gov/pubmed/ 15629225,"Nooney L, Matthews RC, Burnie JP. (2005) Evaluation of Mycograb, amphotericin B, caspofungin, and fluconazole in combination against Cryptococcus neoformans by checkerboard and time-kill methodologies. Diagn Microbiol Infect Dis. 51(1):19-29.",
nifedipine,Ketoconazole,15047538,http://www.ncbi.nlm.nih.gov/pubmed/ 15047538,"Afeltra J, Vitale RG, Mouton JW, Verweij PE. (2004) Potent synergistic in vitro interaction between nonantimicrobial membrane-active compounds and itraconazole against clinical isolates of Aspergillus fumigatus resistant to itraconazole. Antimicrob Agents Chemother. 48(4):1335-43.",
nikkomycin X,Bifonazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin X,Clotrimazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin X,Fluconazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin X,Itraconazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin X,Ketoconazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin X,Miconazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin X,R 3783,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin X,ibuprofen,8592989,http://www.ncbi.nlm.nih.gov/pubmed/ 8592989,"Tariq VN, Scott EM, McCain NE. (1995) Use of decimal assay for additivity to demonstrate synergy in pair combinations of econazole, nikkomycin Z, andagainst Candida albicans in vitro. Antimicrob Agents Chemother. 39(12):2615-9.",
nikkomycin Z,Anidulafungin,10952614,http://www.ncbi.nlm.nih.gov/pubmed/ 10952614,Stevens DA. (2000) Drug interaction studies of a glucan synthase inhibitor (LY 303366) and a chitin synthase inhibitor (Nikkomycin Z) for inhibition and killing of fungal pathogens. Antimicrob Agents Chemother. 44(9):2547-8.,
nikkomycin Z,Bupivacaine,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin Z,Clotrimazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin Z,Econazole,8592989,http://www.ncbi.nlm.nih.gov/pubmed/ 8592989,"Tariq VN, Scott EM, McCain NE. (1995) Use of decimal assay for additivity to demonstrate synergy in pair combinations of econazole, nikkomycin Z, and ibuprofen against Candida albicans in vitro. Antimicrob Agents Chemother. 39(12):2615-9.",
nikkomycin Z,Fluconazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin Z,Ibuprofen,8592989,http://www.ncbi.nlm.nih.gov/pubmed/ 8592989,"Tariq VN, Scott EM, McCain NE. (1995) Use of decimal assay for additivity to demonstrate synergy in pair combinations of econazole, nikkomycin Z, and ibuprofen against Candida albicans in vitro. Antimicrob Agents Chemother. 39(12):2615-9.",
nikkomycin Z,Itraconazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin Z,Itraconazole,10348760,http://www.ncbi.nlm.nih.gov/pubmed/ 10348760,"Li RK, Rinaldi MG. (1999) In vitro antifungal activity ofin combination with fluconazole or itraconazole. Antimicrob Agents Chemother. 43(6):1401-5.",
nikkomycin Z,Ketoconazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin Z,Micafungin,17325217,http://www.ncbi.nlm.nih.gov/pubmed/ 17325217,"Brun YF, Dennis CG, Greco WR, Bernacki RJ, Pera PJ, Bushey JJ, Youn RC, White DB, Segal BH. (2007) Modeling the combination of amphotericin B, micafungin, andagainst Aspergillus fumigatus in vitro using a novel response surface paradigm. Antimicrob Agents Chemother. 51(5):1804-12.",
nikkomycin Z,Micafungin,11709302,http://www.ncbi.nlm.nih.gov/pubmed/ 11709302,"Chiou CC, Mavrogiorgos N, Tillem E, Hector R, Walsh TJ. (2001) Synergy, pharmacodynamics, and time-sequenced ultrastructural changes of the interaction betweenand the echinocandin FK463 against Aspergillus fumigatus. Antimicrob Agents Chemother. 45(12):3310-21.",
nikkomycin Z,Miconazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin Z,R 3783,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nikkomycin Z,Bifonazole,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
nitric oxide,Fluconazole,9736560,http://www.ncbi.nlm.nih.gov/pubmed/9736560,"McElhaney-Feser GE, Raulli RE, Cihlar RL. (1998) Synergy of nitric oxide and azoles against Candida species in vitro. Antimicrob Agents Chemother. 42(9):2342-6.",
nitric oxide,Ketoconazole,9736560,http://www.ncbi.nlm.nih.gov/pubmed/9736560,"McElhaney-Feser GE, Raulli RE, Cihlar RL. (1998) Synergy of nitric oxide and azoles against Candida species in vitro. Antimicrob Agents Chemother. 42(9):2342-6.",
